100001Pedido de Compra em 12/12/2019 com 10 itens201912121855270000143,00E
20037800042Item do Pedido 00042 e valor: R$ 1,00             0000001,00
100043Pedido de Compra em 02/12/2019 com 2 itens201912021855270000055,00E
20037900043Item do Pedido 00043 e valor: R$ 42,00            0000042,00
20038000043Item do Pedido 00043 e valor: R$ 3,00             0000003,00
20038100043Item do Pedido 00043 e valor: R$ 6,00             0000006,00
100044Pedido de Compra em 02/12/2019 com 2 itens201912021855270000033,00E
20038200044Item do Pedido 00044 e valor: R$ 12,00            0000012,00
20038300044Item do Pedido 00044 e valor: R$ 4,00             0000004,00
20038400044Item do Pedido 00044 e valor: R$ 7,00             0000007,00
100045Pedido de Compra em 02/12/2019 com 2 itens201912021855270000175,00E
20038500045Item do Pedido 00045 e valor: R$ 63,00            0000063,00
20038600045Item do Pedido 00045 e valor: R$ 28,00            0000028,00
20038700045Item do Pedido 00045 e valor: R$ 3,00             0000003,00
100046Pedido de Compra em 02/12/2019 com 2 itens201912021855270000077,00E
20038800046Item do Pedido 00046 e valor: R$ 58,00            0000058,00
20038900046Item do Pedido 00046 e valor: R$ 19,00            0000019,00
20039000046Item do Pedido 00046 e valor: R$ 0,00             0000000,00
100047Pedido de Compra em 02/12/2019 com 2 itens201912021855270000166,00E
20039100047Item do Pedido 00047 e valor: R$ 7,00             0000007,00
20039200047Item do Pedido 00047 e valor: R$ 118,00           0000118,00
20039300047Item do Pedido 00047 e valor: R$ 29,00            0000029,00
100048Pedido de Compra em 02/12/2019 com 2 itens201912021855270000054,00E
20039400048Item do Pedido 00048 e valor: R$ 2,00             0000002,00
20039500048Item do Pedido 00048 e valor: R$ 46,00            0000046,00
20039600048Item do Pedido 00048 e valor: R$ 6,00             0000006,00
100049Pedido de Compra em 02/12/2019 com 2 itens201912021855270000061,00E
20039700049Item do Pedido 00049 e valor: R$ 4,00             0000004,00
20039800049Item do Pedido 00049 e valor: R$ 57,00            0000057,00
20039900049Item do Pedido 00049 e valor: R$ 0,00             0000000,00
100050Pedido de Compra em 02/12/2019 com 2 itens201912021855270000023,00E
20040000050Item do Pedido 00050 e valor: R$ 9,00             0000009,00
20040100050Item do Pedido 00050 e valor: R$ 11,00            0000011,00
20040200050Item do Pedido 00050 e valor: R$ 2,00             0000002,00
100051Pedido de Compra em 02/12/2019 com 2 itens201912021855270000118,00E
20040300051Item do Pedido 00051 e valor: R$ 115,00           0000115,00
20040400051Item do Pedido 00051 e valor: R$ 1,00             0000001,00
20040500051Item do Pedido 00051 e valor: R$ 2,00             0000002,00
100052Pedido de Compra em 02/12/2019 com 2 itens201912021855270000112,00E
20040600052Item do Pedido 00052 e valor: R$ 23,00            0000023,00
20040700052Item do Pedido 00052 e valor: R$ 54,00            0000054,00
20040800052Item do Pedido 00052 e valor: R$ 25,00            0000025,00
100053Pedido de Compra em 02/12/2019 com 2 itens201912021855270000192,00E
20040900053Item do Pedido 00053 e valor: R$ 158,00           0000158,00
20041000053Item do Pedido 00053 e valor: R$ 21,00            0000021,00
20041100053Item do Pedido 00053 e valor: R$ 9,00             0000009,00
100054Pedido de Compra em 02/12/2019 com 2 itens201912021855270000162,00E
20041200054Item do Pedido 00054 e valor: R$ 100,00           0000100,00
20041300054Item do Pedido 00054 e valor: R$ 22,00            0000022,00
20041400054Item do Pedido 00054 e valor: R$ 23,00            0000023,00
100055Pedido de Compra em 02/12/2019 com 2 itens201912021855270000105,00E
20041500055Item do Pedido 00055 e valor: R$ 27,00            0000027,00
20041600055Item do Pedido 00055 e valor: R$ 73,00            0000073,00
20041700055Item do Pedido 00055 e valor: R$ 3,00             0000003,00
100056Pedido de Compra em 02/12/2019 com 2 itens201912021855270000188,00E
20041800056Item do Pedido 00056 e valor: R$ 141,00           0000141,00
20041900056Item do Pedido 00056 e valor: R$ 39,00            0000039,00
20042000056Item do Pedido 00056 e valor: R$ 7,00             0000007,00
100057Pedido de Compra em 02/12/2019 com 2 itens201912021855270000120,00E
20042100057Item do Pedido 00057 e valor: R$ 117,00           0000117,00
20042200057Item do Pedido 00057 e valor: R$ 3,00             0000003,00
20042300057Item do Pedido 00057 e valor: R$ 0,00             0000000,00
100058Pedido de Compra em 02/12/2019 com 2 itens201912021855270000021,00E
20042400058Item do Pedido 00058 e valor: R$ 20,00            0000020,00
20042500058Item do Pedido 00058 e valor: R$ 1,00             0000001,00
20042600058Item do Pedido 00058 e valor: R$ 0,00             0000000,00
100059Pedido de Compra em 02/12/2019 com 2 itens201912021855270000053,00E
20042700059Item do Pedido 00059 e valor: R$ 10,00            0000010,00
20042800059Item do Pedido 00059 e valor: R$ 7,00             0000007,00
20042900059Item do Pedido 00059 e valor: R$ 4,00             0000004,00
100060Pedido de Compra em 02/12/2019 com 2 itens201912021855270000183,00E
20043000060Item do Pedido 00060 e valor: R$ 134,00           0000134,00
20043100060Item do Pedido 00060 e valor: R$ 28,00            0000028,00
20043200060Item do Pedido 00060 e valor: R$ 7,00             0000007,00
100061Pedido de Compra em 02/12/2019 com 2 itens201912021855270000031,00E
20043300061Item do Pedido 00061 e valor: R$ 23,00            0000023,00
20043400061Item do Pedido 00061 e valor: R$ 3,00             0000003,00
20043500061Item do Pedido 00061 e valor: R$ 5,00             0000005,00
100062Pedido de Compra em 02/12/2019 com 2 itens201912021855270000026,00E
20043600062Item do Pedido 00062 e valor: R$ 23,00            0000023,00
20043700062Item do Pedido 00062 e valor: R$ 2,00             0000002,00
20043800062Item do Pedido 00062 e valor: R$ 1,00             0000001,00
100063Pedido de Compra em 02/12/2019 com 2 itens201912021855270000087,00E
20043900063Item do Pedido 00063 e valor: R$ 13,00            0000013,00
20044000063Item do Pedido 00063 e valor: R$ 11,00            0000011,00
20044100063Item do Pedido 00063 e valor: R$ 36,00            0000036,00
100064Pedido de Compra em 02/12/2019 com 2 itens201912021855270000039,00E
20044200064Item do Pedido 00064 e valor: R$ 36,00            0000036,00
20044300064Item do Pedido 00064 e valor: R$ 1,00             0000001,00
20044400064Item do Pedido 00064 e valor: R$ 1,00             0000001,00
100065Pedido de Compra em 02/12/2019 com 2 itens201912021855270000173,00E
20044500065Item do Pedido 00065 e valor: R$ 57,00            0000057,00
20044600065Item do Pedido 00065 e valor: R$ 19,00            0000019,00
20044700065Item do Pedido 00065 e valor: R$ 30,00            0000030,00
100066Pedido de Compra em 02/12/2019 com 2 itens201912021855270000163,00E
20044800066Item do Pedido 00066 e valor: R$ 84,00            0000084,00
20044900066Item do Pedido 00066 e valor: R$ 26,00            0000026,00
20045000066Item do Pedido 00066 e valor: R$ 36,00            0000036,00
100067Pedido de Compra em 02/12/2019 com 2 itens201912021855270000103,00E
20045100067Item do Pedido 00067 e valor: R$ 18,00            0000018,00
20045200067Item do Pedido 00067 e valor: R$ 14,00            0000014,00
20045300067Item do Pedido 00067 e valor: R$ 24,00            0000024,00
100068Pedido de Compra em 01/12/2019 com 3 itens201912011855270000035,00E
20045400068Item do Pedido 00068 e valor: R$ 33,00            0000033,00
20045500068Item do Pedido 00068 e valor: R$ 2,00             0000002,00
20045600068Item do Pedido 00068 e valor: R$ 0,00             0000000,00
20045700068Item do Pedido 00068 e valor: R$ 0,00             0000000,00
100069Pedido de Compra em 01/12/2019 com 3 itens201912011855270000062,00E
20045800069Item do Pedido 00069 e valor: R$ 11,00            0000011,00
20045900069Item do Pedido 00069 e valor: R$ 46,00            0000046,00
20046000069Item do Pedido 00069 e valor: R$ 4,00             0000004,00
20046100069Item do Pedido 00069 e valor: R$ 1,00             0000001,00
100070Pedido de Compra em 01/12/2019 com 3 itens201912011855270000110,00E
20046200070Item do Pedido 00070 e valor: R$ 46,00            0000046,00
20046300070Item do Pedido 00070 e valor: R$ 48,00            0000048,00
20046400070Item do Pedido 00070 e valor: R$ 6,00             0000006,00
20046500070Item do Pedido 00070 e valor: R$ 1,00             0000001,00
100071Pedido de Compra em 01/12/2019 com 3 itens201912011855270000137,00E
20046600071Item do Pedido 00071 e valor: R$ 77,00            0000077,00
20046700071Item do Pedido 00071 e valor: R$ 10,00            0000010,00
20046800071Item do Pedido 00071 e valor: R$ 36,00            0000036,00
20046900071Item do Pedido 00071 e valor: R$ 14,00            0000014,00
100072Pedido de Compra em 01/12/2019 com 3 itens201912011855270000069,00E
20047000072Item do Pedido 00072 e valor: R$ 23,00            0000023,00
20047100072Item do Pedido 00072 e valor: R$ 45,00            0000045,00
20047200072Item do Pedido 00072 e valor: R$ 1,00             0000001,00
20047300072Item do Pedido 00072 e valor: R$ 0,00             0000000,00
100073Pedido de Compra em 01/12/2019 com 3 itens201912011855270000000,00E
20047400073Item do Pedido 00073 e valor: R$ 0,00             0000000,00
20047500073Item do Pedido 00073 e valor: R$ 0,00             0000000,00
20047600073Item do Pedido 00073 e valor: R$ 0,00             0000000,00
20047700073Item do Pedido 00073 e valor: R$ 0,00             0000000,00
100074Pedido de Compra em 01/12/2019 com 3 itens201912011855270000075,00E
20047800074Item do Pedido 00074 e valor: R$ 51,00            0000051,00
20047900074Item do Pedido 00074 e valor: R$ 10,00            0000010,00
20048000074Item do Pedido 00074 e valor: R$ 4,00             0000004,00
20048100074Item do Pedido 00074 e valor: R$ 9,00             0000009,00
100075Pedido de Compra em 01/12/2019 com 3 itens201912011855270000040,00E
20048200075Item do Pedido 00075 e valor: R$ 19,00            0000019,00
20048300075Item do Pedido 00075 e valor: R$ 7,00             0000007,00
20048400075Item do Pedido 00075 e valor: R$ 12,00            0000012,00
20048500075Item do Pedido 00075 e valor: R$ 1,00             0000001,00
100076Pedido de Compra em 01/12/2019 com 3 itens201912011855270000094,00E
20048600076Item do Pedido 00076 e valor: R$ 35,00            0000035,00
20048700076Item do Pedido 00076 e valor: R$ 17,00            0000017,00
20048800076Item do Pedido 00076 e valor: R$ 8,00             0000008,00
20048900076Item do Pedido 00076 e valor: R$ 17,00            0000017,00
100077Pedido de Compra em 01/12/2019 com 3 itens201912011855270000093,00E
20049000077Item do Pedido 00077 e valor: R$ 25,00            0000025,00
20049100077Item do Pedido 00077 e valor: R$ 8,00             0000008,00
20049200077Item do Pedido 00077 e valor: R$ 8,00             0000008,00
20049300077Item do Pedido 00077 e valor: R$ 19,00            0000019,00
100078Pedido de Compra em 01/12/2019 com 3 itens201912011855270000169,00E
20049400078Item do Pedido 00078 e valor: R$ 11,00            0000011,00
20049500078Item do Pedido 00078 e valor: R$ 28,00            0000028,00
20049600078Item do Pedido 00078 e valor: R$ 108,00           0000108,00
20049700078Item do Pedido 00078 e valor: R$ 15,00            0000015,00
100079Pedido de Compra em 01/12/2019 com 3 itens201912011855270000113,00E
20049800079Item do Pedido 00079 e valor: R$ 78,00            0000078,00
20049900079Item do Pedido 00079 e valor: R$ 27,00            0000027,00
20050000079Item do Pedido 00079 e valor: R$ 7,00             0000007,00
20050100079Item do Pedido 00079 e valor: R$ 1,00             0000001,00
100080Pedido de Compra em 01/12/2019 com 3 itens201912011855270000156,00E
20050200080Item do Pedido 00080 e valor: R$ 85,00            0000085,00
20050300080Item do Pedido 00080 e valor: R$ 36,00            0000036,00
20050400080Item do Pedido 00080 e valor: R$ 6,00             0000006,00
20050500080Item do Pedido 00080 e valor: R$ 21,00            0000021,00
100081Pedido de Compra em 01/12/2019 com 3 itens201912011855270000118,00E
20050600081Item do Pedido 00081 e valor: R$ 82,00            0000082,00
20050700081Item do Pedido 00081 e valor: R$ 5,00             0000005,00
20050800081Item do Pedido 00081 e valor: R$ 5,00             0000005,00
20050900081Item do Pedido 00081 e valor: R$ 16,00            0000016,00
100082Pedido de Compra em 01/12/2019 com 3 itens201912011855270000183,00E
20051000082Item do Pedido 00082 e valor: R$ 171,00           0000171,00
20051100082Item do Pedido 00082 e valor: R$ 11,00            0000011,00
20051200082Item do Pedido 00082 e valor: R$ 1,00             0000001,00
20051300082Item do Pedido 00082 e valor: R$ 0,00             0000000,00
100083Pedido de Compra em 01/12/2019 com 3 itens201912011855270000138,00E
20051400083Item do Pedido 00083 e valor: R$ 104,00           0000104,00
20051500083Item do Pedido 00083 e valor: R$ 17,00            0000017,00
20051600083Item do Pedido 00083 e valor: R$ 9,00             0000009,00
20051700083Item do Pedido 00083 e valor: R$ 4,00             0000004,00
100084Pedido de Compra em 01/12/2019 com 3 itens201912011855270000090,00E
20051800084Item do Pedido 00084 e valor: R$ 77,00            0000077,00
20051900084Item do Pedido 00084 e valor: R$ 12,00            0000012,00
20052000084Item do Pedido 00084 e valor: R$ 1,00             0000001,00
20052100084Item do Pedido 00084 e valor: R$ 0,00             0000000,00
100085Pedido de Compra em 01/12/2019 com 3 itens201912011855270000006,00E
20052200085Item do Pedido 00085 e valor: R$ 1,00             0000001,00
20052300085Item do Pedido 00085 e valor: R$ 1,00             0000001,00
20052400085Item do Pedido 00085 e valor: R$ 1,00             0000001,00
20052500085Item do Pedido 00085 e valor: R$ 3,00             0000003,00
100086Pedido de Compra em 01/12/2019 com 3 itens201912011855270000047,00E
20052600086Item do Pedido 00086 e valor: R$ 19,00            0000019,00
20052700086Item do Pedido 00086 e valor: R$ 3,00             0000003,00
20052800086Item do Pedido 00086 e valor: R$ 12,00            0000012,00
20052900086Item do Pedido 00086 e valor: R$ 7,00             0000007,00
100087Pedido de Compra em 01/12/2019 com 3 itens201912011855270000130,00E
20053000087Item do Pedido 00087 e valor: R$ 78,00            0000078,00
20053100087Item do Pedido 00087 e valor: R$ 43,00            0000043,00
20053200087Item do Pedido 00087 e valor: R$ 1,00             0000001,00
20053300087Item do Pedido 00087 e valor: R$ 5,00             0000005,00
100088Pedido de Compra em 01/12/2019 com 3 itens201912011855270000099,00E
20053400088Item do Pedido 00088 e valor: R$ 83,00            0000083,00
20053500088Item do Pedido 00088 e valor: R$ 10,00            0000010,00
